prompt,tool
"Synthesize an elderly person's voice",audio_gen
"Generate a dialogue in an Irish accent",audio_gen
"Create soundscapes for a film scene",audio_gen
"Equalize audio for a balanced sound",audio_gen
"Mash up two different songs",audio_gen
"Isolate drums from a mixed track",audio_gen
"Generate a voice for a weather forecast",audio_gen
"Apply a flanger effect to an instrument",audio_gen
"Remove clicks and pops from vinyl recordings",audio_gen
"Create an alarm sound",audio_gen
"Translate spoken German to French",audio_gen
"Generate a podcast outro",audio_gen
"Adjust the pitch of a vocal performance",audio_gen
"Reverse an audio clip",audio_gen
"Restore damaged audio files",audio_gen
"Generate a voice for a smart home device",audio_gen
"Add a tremolo effect to a guitar",audio_gen
"Extract dialogue from a busy street recording",audio_gen
"Generate a monster voice",audio_gen
"Convert speech to a cartoon character's voice",audio_gen
"Produce an audio tour guide",audio_gen
"Reduce harsh frequencies in audio",audio_gen
"Crossfade between two audio tracks",audio_gen
"Identify tempo and key of a song",audio_gen
"Create a voice for an interactive voice response (IVR) system",audio_gen
"Add a cash register sound effect",audio_gen
"Generate a voice for a virtual reality experience",audio_gen
"Generate a voice for an instructional video",audio_gen
"Add a robotic filter to speech",audio_gen
"Transcribe a lecture into text with timestamps",audio_gen
"Synthesize an elderly person's voice",audio_gen
"Generate a dialogue in an Irish accent",audio_gen
"Create soundscapes for a film scene",audio_gen
"Equalize audio for a balanced sound",audio_gen
"Mash up two different songs",audio_gen
"Isolate drums from a mixed track",audio_gen
"Generate a voice for a weather forecast",audio_gen
"Apply a flanger effect to an instrument",audio_gen
"Remove clicks and pops from vinyl recordings",audio_gen
"Create an alarm sound",audio_gen
"Translate spoken German to French",audio_gen
"Generate a podcast outro",audio_gen
"Adjust the pitch of a vocal performance",audio_gen
"Reverse an audio clip",audio_gen
"Restore damaged audio files",audio_gen
"Generate a voice for a smart home device",audio_gen
"Add a tremolo effect to a guitar",audio_gen
"Extract dialogue from a busy street recording",audio_gen
"Generate a monster voice",audio_gen
"Convert speech to a cartoon character's voice",audio_gen
"Produce an audio tour guide",audio_gen
"Reduce harsh frequencies in audio",audio_gen
"Crossfade between two audio tracks",audio_gen
"Identify tempo and key of a song",audio_gen
"Create a voice for an interactive voice response (IVR) system",audio_gen
"Add a cash register sound effect",audio_gen
"Generate a voice for a virtual reality experience",audio_gen
